UF,municipio,idhm,idhm_educacao,idhm_longevidade,idhm_renda,classe
São Paulo,TABOÃO DA SERRA,0.769,0.71,0.863,0.742,Médio Desenvolvimento Humano
São Paulo,TACIBA,0.723,0.684,0.809,0.682,Médio Desenvolvimento Humano
São Paulo,TAGUAÍ,0.709,0.631,0.818,0.69,Médio Desenvolvimento Humano
São Paulo,TAIAÇU,0.71,0.628,0.814,0.701,Médio Desenvolvimento Humano
São Paulo,TAIÚVA,0.76,0.718,0.835,0.732,Médio Desenvolvimento Humano
São Paulo,TAMBAÚ,0.731,0.624,0.858,0.729,Médio Desenvolvimento Humano
São Paulo,TANABI,0.748,0.687,0.829,0.735,Médio Desenvolvimento Humano
São Paulo,TAPIRAÍ,0.681,0.578,0.846,0.647,Médio Desenvolvimento Humano
São Paulo,TAPIRATIBA,0.751,0.692,0.87,0.703,Médio Desenvolvimento Humano
São Paulo,TAQUARAL,0.759,0.716,0.823,0.742,Médio Desenvolvimento Humano
São Paulo,TAQUARITINGA,0.748,0.696,0.827,0.727,Médio Desenvolvimento Humano
São Paulo,TAQUARITUBA,0.701,0.606,0.811,0.7,Médio Desenvolvimento Humano
São Paulo,TAQUARIVAÍ,0.679,0.626,0.811,0.617,Médio Desenvolvimento Humano
São Paulo,TARABAI,0.726,0.697,0.823,0.666,Médio Desenvolvimento Humano
São Paulo,TARUMÃ,0.753,0.68,0.852,0.738,Médio Desenvolvimento Humano
São Paulo,TATUÍ,0.752,0.688,0.842,0.734,Médio Desenvolvimento Humano
São Paulo,TAUBATÉ,0.8,0.746,0.883,0.778,Alto Desenvolvimento Humano
São Paulo,TEJUPÁ,0.668,0.563,0.794,0.668,Médio Desenvolvimento Humano
São Paulo,TEODORO SAMPAIO,0.741,0.679,0.856,0.699,Médio Desenvolvimento Humano
São Paulo,TERRA ROXA,0.749,0.684,0.838,0.732,Médio Desenvolvimento Humano
São Paulo,TIETÊ,0.778,0.698,0.884,0.764,Médio Desenvolvimento Humano
São Paulo,TIMBURI,0.71,0.629,0.826,0.688,Médio Desenvolvimento Humano
São Paulo,TORRE DE PEDRA,0.714,0.647,0.829,0.679,Médio Desenvolvimento Humano
São Paulo,TORRINHA,0.744,0.658,0.852,0.734,Médio Desenvolvimento Humano
São Paulo,TRABIJU,0.722,0.697,0.811,0.666,Médio Desenvolvimento Humano
São Paulo,TREMEMBÉ,0.785,0.72,0.873,0.769,Médio Desenvolvimento Humano
São Paulo,TRÊS FRONTEIRAS,0.753,0.726,0.829,0.71,Médio Desenvolvimento Humano
São Paulo,TUIUTI,0.728,0.63,0.871,0.702,Médio Desenvolvimento Humano
São Paulo,TUPÃ,0.771,0.704,0.852,0.764,Médio Desenvolvimento Humano
São Paulo,TUPI PAULISTA,0.769,0.715,0.835,0.762,Médio Desenvolvimento Humano
São Paulo,TURIÚBA,0.751,0.721,0.824,0.713,Médio Desenvolvimento Humano
São Paulo,TURMALINA,0.736,0.675,0.817,0.724,Médio Desenvolvimento Humano
São Paulo,UBARANA,0.7,0.604,0.844,0.672,Médio Desenvolvimento Humano
São Paulo,UBATUBA,0.751,0.679,0.841,0.741,Médio Desenvolvimento Humano
São Paulo,UBIRAJARA,0.727,0.674,0.829,0.689,Médio Desenvolvimento Humano
São Paulo,UCHOA,0.721,0.644,0.823,0.708,Médio Desenvolvimento Humano
São Paulo,UNIÃO PAULISTA,0.749,0.699,0.863,0.697,Médio Desenvolvimento Humano
São Paulo,URÂNIA,0.746,0.709,0.804,0.727,Médio Desenvolvimento Humano
São Paulo,URU,0.712,0.639,0.832,0.678,Médio Desenvolvimento Humano
São Paulo,URUPÊS,0.745,0.683,0.817,0.741,Médio Desenvolvimento Humano
São Paulo,VALENTIM GENTIL,0.735,0.692,0.81,0.708,Médio Desenvolvimento Humano
São Paulo,VALINHOS,0.819,0.763,0.85,0.848,Alto Desenvolvimento Humano
São Paulo,VALPARAÍSO,0.725,0.643,0.825,0.719,Médio Desenvolvimento Humano
São Paulo,VARGEM,0.699,0.591,0.839,0.69,Médio Desenvolvimento Humano
São Paulo,VARGEM GRANDE DO SUL,0.737,0.643,0.863,0.721,Médio Desenvolvimento Humano
São Paulo,VARGEM GRANDE PAULISTA,0.77,0.683,0.884,0.755,Médio Desenvolvimento Humano
São Paulo,VÁRZEA PAULISTA,0.759,0.705,0.863,0.72,Médio Desenvolvimento Humano
São Paulo,VERA CRUZ,0.754,0.715,0.83,0.722,Médio Desenvolvimento Humano
São Paulo,VINHEDO,0.817,0.739,0.878,0.84,Alto Desenvolvimento Humano
São Paulo,VIRADOURO,0.739,0.683,0.823,0.717,Médio Desenvolvimento Humano
São Paulo,VISTA ALEGRE DO ALTO,0.744,0.676,0.84,0.726,Médio Desenvolvimento Humano
São Paulo,VITÓRIA BRASIL,0.725,0.685,0.811,0.686,Médio Desenvolvimento Humano
São Paulo,VOTORANTIM,0.767,0.747,0.838,0.72,Médio Desenvolvimento Humano
São Paulo,VOTUPORANGA,0.79,0.744,0.857,0.772,Médio Desenvolvimento Humano
São Paulo,ZACARIAS,0.729,0.674,0.826,0.695,Médio Desenvolvimento Humano
São Paulo,CHAVANTES,0.729,0.655,0.828,0.713,Médio Desenvolvimento Humano
São Paulo,ESTIVA GERBI,0.74,0.695,0.815,0.716,Médio Desenvolvimento Humano
