Devedor,TaxaDesemprego,MensalidadesEmDia,Bolsista,UnidadesCurriculares1SemestreAprovado,UnidadesCurriculares1SemestreAvaliacoes,UnidadesCurriculares2SemestreAvaliacoes,UnidadesCurriculares1SemestreGrau,UnidadesCurriculares2SemestreGrau
0,12.7,1,0,2,16,12,11.0,0.0
0,11.1,1,0,0,7,7,0.0,0.0
0,12.7,0,1,6,10,6,1.26666666666666e+16,11.5
0,12.7,1,0,5,5,5,14.6,15.4
0,9.4,1,0,0,13,5,0.0,0.0
0,10.8,0,0,3,7,8,1.23333333333333e+16,0.0
0,13.9,1,0,4,6,6,12.5,1.43333333333333e+16
0,7.6,1,0,0,0,0,0.0,0.0
0,13.9,1,0,7,7,8,1.36428571428571e+16,143875.0
0,11.1,1,1,6,6,6,1.38333333333333e+16,14.0
0,8.9,1,0,2,16,12,12.75,11.0
0,13.9,0,0,6,8,11,1.17142857142857e+16,1.13333333333333e+16
0,13.9,1,0,6,7,6,1.57142857142857e+16,1.46666666666666e+16
0,9.4,0,0,2,9,11,10.0,10.0
0,7.6,0,0,0,10,5,0.0,0.0
0,15.5,1,0,4,20,13,11.5,1.16666666666666e+16
0,10.8,1,0,0,1,0,0.0,0.0
1,8.9,0,0,0,11,6,0.0,0.0
0,7.6,1,0,14,17,15,1.13571428571428e+16,1.28461538461538e+16
0,9.4,1,0,0,11,8,0.0,0.0
0,9.4,1,0,6,20,17,11.5,12.4
0,15.5,1,0,0,6,8,0.0,0.0
0,11.1,0,0,5,10,9,13.0,12.88
0,11.1,0,0,5,11,11,12.18,118125.0
0,13.9,1,0,3,13,12,1.13333333333333e+16,11.4
0,9.4,0,0,0,5,0,0.0,0.0
1,9.4,1,0,2,13,8,12.5,1.23333333333333e+16
0,12.7,1,0,0,0,0,0.0,0.0
0,7.6,1,0,0,5,5,0.0,0.0
0,12.7,1,0,0,9,5,0.0,10.0
0,12.7,0,0,0,6,5,0.0,0.0
0,13.9,0,0,2,13,12,11.5,10.8
0,16.2,1,0,4,7,9,1.33333333333333e+16,11.6
0,8.9,1,1,5,8,9,12.6,13.6
1,16.2,1,1,6,6,6,13.5,0.0
0,9.4,1,0,0,10,13,0.0,0.0
0,9.4,0,0,0,12,6,0.0,0.0
0,11.1,1,1,7,7,11,1.27185714285714e+16,1.28055555555555e+16
0,10.8,1,0,0,0,0,0.0,0.0
1,11.1,1,1,1,16,7,14.0,0.0
0,7.6,1,0,3,10,8,1.16666666666666e+16,11.25
1,10.8,1,0,0,0,0,0.0,0.0
0,7.6,1,0,0,10,11,0.0,12.0
0,7.6,1,0,4,13,12,11.5,12.5
1,10.8,1,0,7,10,10,1.17142857142857e+16,11.5
0,11.1,1,0,13,19,25,1.16428571428571e+16,11.25
1,8.9,0,0,5,16,7,11.6,11.2
0,13.9,1,0,5,14,14,11.94,12.2
0,12.4,1,0,4,10,9,11.6,14.2
1,9.4,0,0,0,12,12,0.0,0.0
0,7.6,1,0,2,5,5,11.0,0.0
0,8.9,1,0,13,17,13,12.0,1.13333333333333e+16
0,12.7,1,0,0,0,0,0.0,0.0
0,10.8,0,0,0,5,9,0.0,0.0
0,7.6,1,0,4,12,12,12.5,10.25
0,9.4,1,0,1,10,7,10.0,0.0
0,10.8,0,0,6,6,9,11.5,13.0
0,7.6,1,0,0,9,5,0.0,0.0
0,12.7,0,0,0,14,6,0.0,0.0
1,16.2,0,0,0,8,6,0.0,0.0
0,12.7,1,0,3,9,9,13.0,1.16666666666666e+16
1,12.4,1,0,5,6,7,16.5,1.77142857142857e+16
0,13.9,0,0,0,0,0,0.0,0.0
0,7.6,1,0,0,5,5,0.0,0.0
1,8.9,0,0,2,6,7,16.0,16.0
1,15.5,0,0,0,5,5,0.0,0.0
0,9.4,0,1,3,12,11,1.06666666666666e+16,1.06666666666666e+16
0,10.8,1,0,0,0,0,0.0,0.0
0,10.8,1,0,7,13,13,1.02857142857142e+16,10.6
1,12.7,1,0,2,16,16,10.25,10.25
0,10.8,1,0,0,0,0,0.0,0.0
0,10.8,1,0,0,0,0,0.0,0.0
0,12.4,1,0,2,13,12,15.0,11.5
0,9.4,0,0,0,0,0,0.0,0.0
0,8.9,1,0,0,0,0,0.0,0.0
0,9.4,1,0,9,12,11,1.23333333333333e+16,1.31666666666666e+16
1,12.7,1,0,6,6,7,13.0,11.8
0,13.9,1,0,3,15,9,13.25,12.0
0,9.4,1,0,11,18,7,1.5090909090909e+16,14.5
1,9.4,0,0,0,0,0,0.0,0.0
0,12.4,1,0,5,7,9,11.8,11.0
0,11.1,1,0,5,7,7,15.8,1.45714285714285e+16
0,12.4,1,0,4,10,16,12.5,12.0
0,11.1,1,0,3,7,10,12.0,10.5
1,10.8,1,0,3,6,11,1.26666666666666e+16,1.11428571428571e+16
1,8.9,1,0,5,7,7,13.6,11.8
0,11.1,1,0,4,13,15,12.25,11.0
0,13.9,1,0,4,8,6,11.0,0.0
0,7.6,1,0,7,15,14,1.15714285714285e+16,11.0
0,16.2,1,0,0,0,0,0.0,0.0
1,16.2,0,0,6,7,10,1.21666666666666e+16,1.03333333333333e+16
0,11.1,0,0,0,0,0,0.0,0.0
0,16.2,1,0,0,0,0,0.0,0.0
0,12.4,1,0,6,14,10,1.16666666666666e+16,10.0
1,13.9,1,0,0,7,5,0.0,0.0
0,12.4,1,0,6,8,10,1.37316666666666e+16,1.37714285714285e+16
0,9.4,1,0,8,14,7,14625.0,13.4
0,7.6,0,0,0,3,2,0.0,0.0
0,7.6,1,0,1,11,10,13.0,0.0
1,7.6,1,0,0,0,0,0.0,0.0
0,12.7,0,0,0,5,5,0.0,0.0
0,15.5,1,0,2,8,6,11.0,11.5
0,15.5,1,0,6,7,10,1.57142857142857e+16,15.9
0,7.6,1,0,11,15,15,1.08181818181818e+16,1.16363636363636e+16
0,13.9,0,0,1,16,6,12.0,0.0
1,8.9,0,0,1,11,14,10.0,11.0
0,16.2,1,0,1,7,6,14.0,0.0
0,8.9,1,1,5,9,8,12.6,12.5
0,12.7,1,0,0,0,0,0.0,0.0
0,11.1,0,0,2,11,9,1.13333333333333e+16,12.0
0,7.6,1,0,0,5,5,0.0,0.0
0,8.9,1,0,0,0,0,0.0,0.0
0,12.7,1,1,0,11,5,0.0,0.0
0,8.9,1,0,5,7,7,13.4,13.25
1,11.1,0,0,6,6,8,1.26666666666666e+16,11.8
0,7.6,1,0,3,7,5,1.23333333333333e+16,11.25
1,15.5,1,1,0,0,0,0.0,0.0
0,15.5,1,0,3,13,9,10.75,1.03333333333333e+16
0,13.9,1,0,0,7,8,0.0,0.0
1,15.5,0,0,0,13,6,0.0,0.0
0,12.7,1,0,2,8,13,11.5,11.5
0,12.7,1,0,2,11,13,10.5,0.0
0,12.7,1,0,6,6,0,13.5,0.0
0,15.5,0,0,1,6,6,10.0,0.0
0,15.5,1,0,0,17,8,0.0,0.0
1,7.6,1,0,1,10,7,12.0,1.06666666666666e+16
0,9.4,1,1,4,6,5,12.25,12.2
0,15.5,1,0,5,21,13,11.4,1.16666666666666e+16
0,12.7,0,0,0,5,5,0.0,0.0
0,8.9,1,0,5,13,12,13.2,13.5
0,8.9,1,1,6,7,10,1.23333333333333e+16,12.75
0,12.7,1,0,5,9,14,11.2,11.25
0,7.6,1,0,0,10,10,0.0,11.5
0,11.1,1,0,5,11,12,1.28571428571428e+16,1.36666666666666e+16
0,7.6,1,0,0,12,12,0.0,0.0
1,13.9,1,0,0,0,0,0.0,0.0
0,10.8,1,0,1,11,12,12.0,0.0
0,13.9,1,0,7,8,9,136875.0,1.56222222222222e+16
0,11.1,1,0,0,0,0,0.0,0.0
1,16.2,0,0,0,8,6,0.0,0.0
1,12.4,0,0,3,6,6,1.13333333333333e+16,0.0
0,12.4,1,1,6,6,7,1.31666666666666e+16,13.2
0,12.7,1,0,0,0,0,0.0,0.0
1,13.9,0,1,0,7,6,0.0,0.0
1,12.7,1,0,4,11,11,12.5,12.5
0,8.9,1,0,4,15,10,13.0,13.75
0,11.1,1,0,0,0,0,0.0,0.0
0,11.1,1,0,5,9,12,11.0,0.0
1,8.9,0,0,3,9,6,1.33333333333333e+16,12.5
1,12.4,1,0,4,9,13,11.0,1.06666666666666e+16
1,9.4,0,0,0,8,5,0.0,0.0
0,8.9,1,0,0,6,0,0.0,0.0
0,7.6,1,0,1,9,10,12.0,12.0
0,16.2,1,0,0,12,6,0.0,0.0
1,13.9,0,0,0,7,6,0.0,0.0
0,7.6,1,1,0,12,12,0.0,0.0
0,9.4,1,0,4,10,13,10.75,10.0
0,7.6,1,0,4,14,10,10.75,10.0
0,7.6,1,0,17,18,18,1.31764705882352e+16,13.0
0,7.6,1,0,4,8,12,12.75,12.6
1,8.9,0,0,4,12,9,12.0,12.0
0,8.9,1,0,4,9,12,11.5,11.0
0,13.9,1,0,0,0,0,0.0,0.0
0,11.1,0,0,0,0,0,0.0,0.0
0,13.9,1,0,0,9,6,0.0,0.0
0,11.1,1,0,4,8,8,11.75,13.5
0,11.1,1,0,0,0,0,0.0,0.0
0,16.2,1,0,3,11,10,1.13333333333333e+16,14.75
0,7.6,1,0,0,10,10,0.0,14.0
0,11.1,1,1,6,8,9,15.5,15.5
0,16.2,1,0,0,0,0,0.0,0.0
0,15.5,1,0,3,12,16,12.0,11.8
0,10.8,0,0,0,4,8,0.0,12.0
0,15.5,0,0,4,13,7,10.0,1.13333333333333e+16
0,7.6,1,0,1,9,10,10.0,10.0
0,7.6,0,0,0,0,0,0.0,0.0
0,13.9,1,0,3,13,10,11.75,0.0
0,7.6,1,0,1,8,7,10.0,11.0
1,7.6,0,0,0,5,5,0.0,0.0
0,9.4,0,0,3,12,15,12.0,0.0
0,10.8,0,0,0,10,10,0.0,0.0
1,15.5,0,0,8,19,17,1188888888888880.0,11.6
0,12.7,0,0,0,5,5,0.0,0.0
0,10.8,0,0,5,8,9,11.4,12.4
0,16.2,1,0,0,8,8,0.0,11.0
1,15.5,1,0,14,17,12,1.06428571428571e+16,1.06666666666666e+16
0,7.6,0,0,2,10,12,11.0,0.0
0,9.4,1,0,0,8,5,0.0,0.0
0,13.9,1,1,1,14,14,10.0,11.0
0,12.4,1,0,1,15,13,11.0,11.75
0,8.9,1,1,1,6,0,11.0,0.0
1,13.9,0,0,3,13,8,1.13333333333333e+16,11.5
0,10.8,1,0,2,15,12,12.0,0.0
0,13.9,1,0,0,8,7,0.0,0.0
1,9.4,0,0,4,13,12,13.5,1.16666666666666e+16
0,9.4,0,0,4,9,6,12.5,0.0
1,12.7,0,0,0,5,5,0.0,0.0
0,7.6,1,0,0,7,7,0.0,0.0
0,13.9,1,0,7,7,8,1344285714285710.0,1.37714285714285e+16
1,10.8,0,0,4,7,9,11.25,1.08571428571428e+16
0,9.4,0,0,1,14,11,12.0,10.5
0,9.4,0,0,3,12,15,1.06666666666666e+16,1.06666666666666e+16
0,11.1,0,0,0,14,0,0.0,0.0
0,10.8,1,0,0,5,6,0.0,0.0
1,16.2,1,0,5,25,18,12.2,1222222222222220.0
1,13.9,0,0,6,8,6,1.41428571428571e+16,12.0
0,12.7,1,1,0,10,6,0.0,0.0
1,9.4,1,0,2,10,9,12.0,11.0
0,11.1,1,0,0,14,6,0.0,0.0
1,13.9,0,0,0,0,0,0.0,0.0
1,8.9,0,0,0,6,7,0.0,0.0
0,12.7,1,0,0,0,0,0.0,0.0
0,8.9,1,1,6,7,6,13.5,1.53333333333333e+16
0,9.4,1,0,0,5,0,0.0,0.0
0,9.4,1,0,2,13,14,12.0,10.0
0,11.1,1,0,0,0,0,0.0,0.0
0,11.1,0,0,0,0,0,0.0,0.0
1,16.2,0,0,5,10,13,1.17142857142857e+16,1.06666666666666e+16
0,15.5,1,0,3,12,12,1.06666666666666e+16,12.0
1,8.9,0,0,0,6,7,0.0,0.0
0,16.2,1,0,4,10,7,10.5,10.5
0,7.6,1,0,2,5,5,10.5,0.0
0,12.7,1,0,3,11,13,12.0,12.0
0,12.4,0,0,5,10,11,12.62,1.41666666666666e+16
0,13.9,1,0,6,9,8,13.0,142125.0
0,15.5,0,0,0,5,5,0.0,0.0
0,10.8,1,0,0,0,0,0.0,0.0
0,10.8,1,0,0,0,0,0.0,0.0
0,16.2,1,0,3,15,20,14.4,0.0
0,10.8,0,0,4,10,12,12.0,0.0
0,10.8,1,0,0,5,10,0.0,0.0
0,15.5,1,0,0,7,7,0.0,0.0
0,9.4,1,0,0,0,0,0.0,0.0
0,10.8,1,0,3,7,6,1.03333333333333e+16,12.0
0,7.6,1,0,3,11,11,12.0,11.25
0,8.9,1,1,0,6,5,0.0,0.0
0,9.4,1,0,3,6,5,1.13333333333333e+16,0.0
0,12.7,1,0,6,8,8,12.25,12.25
0,12.7,1,0,6,10,10,1.30666666666666e+16,1.30666666666666e+16
0,16.2,1,0,3,7,7,1.38333333333333e+16,0.0
0,16.2,1,0,0,0,0,0.0,0.0
0,9.4,1,0,0,0,0,0.0,0.0
0,16.2,1,0,0,9,6,0.0,0.0
0,16.2,1,0,0,0,0,0.0,0.0
0,7.6,1,0,0,0,0,0.0,0.0
0,7.6,0,1,4,12,12,11.25,1.13333333333333e+16
0,11.1,1,0,4,15,14,12.0,12.0
0,13.9,0,0,0,0,0,0.0,0.0
0,10.8,0,0,0,0,0,0.0,0.0
0,7.6,1,0,4,10,13,11.75,10.0
0,15.5,1,0,0,0,0,0.0,0.0
0,9.4,1,0,2,7,0,11.0,0.0
0,12.7,0,1,0,0,0,0.0,0.0
0,12.7,0,0,0,4,0,0.0,0.0
1,12.4,0,0,6,9,8,12.0,1.46666666666666e+16
0,9.4,0,0,3,13,15,12.0,13.0
1,16.2,0,0,2,15,12,13.25,12.6
0,12.4,1,0,6,7,16,1.38616666666666e+16,0.0
0,16.2,1,0,0,7,8,0.0,0.0
0,10.8,1,0,0,1,0,0.0,0.0
0,9.4,1,0,6,10,10,13.78,13.78
0,10.8,1,0,0,0,0,0.0,0.0
0,7.6,1,0,3,11,11,1.23333333333333e+16,13.5
1,11.1,1,0,0,0,0,0.0,0.0
0,7.6,1,0,2,3,3,16.0,16.0
0,15.5,1,0,0,0,0,0.0,0.0
0,11.1,1,0,4,12,13,12.0,125625.0
0,9.4,1,0,3,11,11,1.16666666666666e+16,1.06666666666666e+16
0,12.7,1,0,1,13,7,13.0,12.5
0,7.6,1,0,6,6,9,1.21666666666666e+16,11.0
0,9.4,1,0,0,0,0,0.0,0.0
0,7.6,1,0,0,8,8,0.0,0.0
1,10.8,0,0,0,0,10,0.0,0.0
0,11.1,1,0,5,13,14,12.2,11.4
0,9.4,1,0,3,16,24,1.16666666666666e+16,1.18333333333333e+16
1,12.7,0,0,2,12,12,11.5,0.0
0,7.6,1,0,5,9,10,11.8,11.5
0,7.6,0,0,0,0,0,0.0,0.0
1,8.9,0,0,0,0,0,0.0,0.0
1,12.4,0,0,0,4,5,0.0,0.0
0,9.4,1,0,2,6,5,12.5,0.0
0,9.4,1,1,4,10,11,11.5,11.5
0,9.4,0,1,1,14,5,12.0,0.0
1,15.5,0,0,3,13,6,1.06666666666666e+16,12.25
1,7.6,0,0,3,7,8,1.13333333333333e+16,11.5
1,10.8,0,0,7,8,8,1.33271428571428e+16,1.33271428571428e+16
0,12.7,0,0,4,13,13,11.0,11.5
0,8.9,1,0,12,13,12,1.23333333333333e+16,1.27272727272727e+16
1,11.1,0,0,0,9,6,0.0,0.0
0,10.8,0,0,12,15,14,1.19166666666666e+16,11.25
1,13.9,0,0,3,11,9,1.23333333333333e+16,1.16666666666666e+16
0,9.4,0,0,5,11,11,11832.0,11832.0
0,9.4,1,0,2,13,10,10.0,0.0
1,12.4,0,0,5,11,13,12.2,0.0
0,7.6,1,0,3,7,5,1.13333333333333e+16,11.25
0,15.5,1,0,13,24,15,1.38461538461538e+16,1.25555555555555e+16
0,9.4,1,0,3,12,13,13.0,14.0
1,11.1,0,0,0,6,6,0.0,0.0
0,9.4,0,0,9,12,12,1222222222222220.0,13.0
0,7.6,1,0,3,7,8,1.16666666666666e+16,11.0
0,15.5,1,0,4,11,8,11.0,12.25
0,8.9,1,0,5,6,5,14.6,15.2
0,8.9,0,0,1,5,5,13.0,0.0
0,7.6,1,0,1,10,8,10.0,1.36666666666666e+16
0,10.8,1,1,0,6,12,0.0,0.0
0,13.9,1,0,1,7,7,11.0,0.0
0,10.8,1,0,4,7,12,10.75,1.05714285714285e+16
1,10.8,0,0,1,7,9,11.0,0.0
1,13.9,0,0,2,12,8,1.13333333333333e+16,13.0
0,10.8,1,0,3,16,16,1.03333333333333e+16,11.0
0,10.8,1,0,3,7,6,1.13333333333333e+16,0.0
0,12.7,1,0,1,13,5,10.0,10.0
0,15.5,0,0,0,0,0,0.0,0.0
0,7.6,1,0,13,15,15,1076923076923070.0,1.18333333333333e+16
0,9.4,1,0,5,10,6,11.6,12.0
0,12.4,1,0,4,6,5,13.75,0.0
0,13.9,1,0,4,14,9,11.0,10.5
0,15.5,0,0,0,6,5,0.0,0.0
0,7.6,1,0,0,0,0,0.0,0.0
0,12.4,1,0,0,0,0,0.0,0.0
0,16.2,0,0,4,12,9,14.75,15.0
0,7.6,1,0,0,8,5,0.0,0.0
0,10.8,1,0,3,15,14,1.16666666666666e+16,12.5
1,16.2,0,0,5,8,6,12.2,11.75
1,12.4,1,0,2,14,6,10.5,0.0
1,16.2,0,0,4,13,7,12.0,13.2
0,9.4,1,0,0,0,0,0.0,0.0
0,9.4,1,0,6,8,8,1.36666666666666e+16,13.5
0,12.7,1,0,0,0,0,0.0,0.0
0,11.1,1,0,0,0,0,0.0,0.0
0,13.9,1,1,6,8,12,1.27142857142857e+16,11.0
0,7.6,1,0,3,10,11,13.0,1.13333333333333e+16
1,13.9,0,0,5,10,10,1.18333333333333e+16,13.2
0,10.8,1,0,1,16,12,10.0,0.0
0,7.6,1,0,2,9,12,11.0,10.0
0,10.8,1,0,6,7,7,1.16666666666666e+16,1.23333333333333e+16
0,11.1,1,0,3,11,7,1.26666666666666e+16,0.0
1,11.1,0,0,2,14,6,10.5,1.23333333333333e+16
1,7.6,1,0,2,13,13,11.5,11.0
0,7.6,1,0,2,10,13,10.5,0.0
0,9.4,0,0,0,5,5,0.0,0.0
0,12.4,1,0,0,7,10,0.0,0.0
0,7.6,1,0,0,5,5,0.0,0.0
0,9.4,1,0,14,15,16,1.10714285714285e+16,1.13333333333333e+16
0,10.8,1,0,5,7,6,11.4,1.36666666666666e+16
0,12.7,1,0,4,14,14,11325.0,11325.0
0,9.4,0,0,2,12,14,11.0,10.5
0,12.4,1,0,0,0,0,0.0,0.0
0,7.6,1,1,3,7,5,1.23333333333333e+16,12.5
0,10.8,0,0,4,6,6,12.25,1.01666666666666e+16
1,15.5,0,0,13,13,12,1.19230769230769e+16,12.5
1,9.4,1,1,6,8,8,1.21666666666666e+16,12.4
1,9.4,1,0,4,10,12,10.75,1.33333333333333e+16
0,7.6,1,0,3,10,5,1.46666666666666e+16,0.0
1,16.2,0,0,1,12,9,11.0,10.5
0,12.7,1,0,5,8,10,11.4,1.16666666666666e+16
0,13.9,1,0,6,8,11,12.5,1.33333333333333e+16
1,11.1,0,0,3,14,12,1.23333333333333e+16,1.10833333333333e+16
1,11.1,0,0,6,6,6,12.0,11.0
0,13.9,1,1,7,8,9,149125.0,13.5
0,13.9,0,0,6,6,6,14.0,1.36666666666666e+16
0,9.4,1,0,6,8,10,1.34285714285714e+16,12.4
0,13.9,1,0,5,9,6,1.23333333333333e+16,13.0
1,16.2,1,0,5,10,17,1.18571428571428e+16,11.5
0,15.5,1,1,7,9,8,13.3,14345.0
0,16.2,1,1,6,8,7,13875.0,1.41428571428571e+16
0,13.9,1,0,6,6,7,1.23333333333333e+16,14.2
0,12.7,1,1,7,8,8,1.32142857142857e+16,1.32142857142857e+16
0,8.9,1,1,6,7,8,1.05714285714285e+16,11.0
0,10.8,1,1,4,7,5,13.25,12.0
0,15.5,1,0,7,8,8,1330625.0,14545.0
0,10.8,1,0,4,8,8,12.5,12.25
0,11.1,1,1,0,0,0,0.0,0.0
0,12.7,1,0,7,12,12,1.28571428571428e+16,1.28571428571428e+16
0,11.1,1,1,6,8,7,13375.0,1.22857142857142e+16
0,11.1,1,0,6,8,9,1.32966666666666e+16,1.41142857142857e+16
0,16.2,1,0,6,9,9,11375.0,1.32857142857142e+16
0,16.2,1,0,5,6,6,12.0,1.23333333333333e+16
0,8.9,1,0,6,7,9,1.28333333333333e+16,13.4
0,12.4,1,0,6,6,8,1.26666666666666e+16,14375.0
0,13.9,1,0,5,6,9,12.4,1.34285714285714e+16
0,7.6,1,0,5,8,5,11.0,11.6
0,8.9,1,0,5,5,5,14.8,15.8
0,11.1,1,0,5,9,9,13928.0,1.43428571428571e+16
0,11.1,1,0,6,6,8,1.16666666666666e+16,13.2
0,11.1,1,1,6,8,9,1.35166666666666e+16,1.37714285714285e+16
0,12.4,1,1,6,6,7,11.5,1.32857142857142e+16
0,12.7,1,1,5,7,7,1.23333333333333e+16,1.28333333333333e+16
0,12.4,1,1,6,6,6,1.36666666666666e+16,1.41666666666666e+16
0,7.6,1,0,5,7,5,1.47142857142857e+16,15.8
0,15.5,1,0,7,9,10,1.30444444444444e+16,13595.0
0,9.4,1,0,8,8,8,14935.0,14935.0
0,16.2,1,0,6,8,12,1.31333333333333e+16,1.22214285714285e+16
0,13.9,1,1,6,7,7,12.0,12.0
0,10.8,1,1,0,0,0,0.0,0.0
0,8.9,1,0,6,8,7,1.25714285714285e+16,1.24285714285714e+16
0,13.9,1,0,7,8,8,11975.0,13.75
0,10.8,1,0,6,8,11,1.23333333333333e+16,1.23333333333333e+16
1,8.9,1,1,6,6,6,1.36666666666666e+16,1.33333333333333e+16
0,16.2,1,1,7,7,9,1.48428571428571e+16,1.50555555555555e+16
0,10.8,1,0,6,8,6,12.0,1.16666666666666e+16
0,9.4,1,0,6,7,11,11.0,11.0
0,10.8,1,1,7,8,8,13.08,13.08
0,9.4,1,1,4,7,7,10.5,11.6
0,7.6,1,0,6,9,6,1.06666666666666e+16,11.2
0,8.9,0,0,6,6,6,14.0,13.5
0,12.7,1,0,8,11,7,11875.0,1.23333333333333e+16
0,8.9,1,0,6,6,6,1.36666666666666e+16,1.33333333333333e+16
0,12.4,1,1,7,7,9,13.75,1447777777777770.0
0,16.2,1,0,0,0,0,0.0,0.0
0,15.5,1,0,18,19,14,1463157894736840.0,1423076923076920.0
1,11.1,1,0,10,12,11,13.0,1.22727272727272e+16
0,13.9,1,0,6,8,6,1.38571428571428e+16,15.0
0,10.8,1,0,5,6,5,13.4,12.8
0,10.8,1,0,6,6,7,1.26666666666666e+16,1.25714285714285e+16
0,9.4,1,0,5,12,6,1.31428571428571e+16,11.4
0,11.1,1,0,5,5,5,12.6,14.0
0,16.2,1,0,5,8,9,10.8,11.25
0,9.4,1,1,5,5,5,12.8,14.2
0,15.5,1,0,6,15,13,1.41666666666666e+16,12.2
0,12.4,1,0,6,7,17,1.41666666666666e+16,1377777777777770.0
0,12.4,1,0,6,7,6,13.0,1.36666666666666e+16
0,12.4,1,0,7,7,9,1.34671428571428e+16,1.50111111111111e+16
0,7.6,1,0,6,6,6,1.23333333333333e+16,13.0
0,8.9,1,0,5,7,5,12.4,14.6
0,7.6,1,0,9,15,8,1.16666666666666e+16,1.17142857142857e+16
0,7.6,1,0,4,7,5,12.2,11.5
1,8.9,1,1,6,6,6,1.48333333333333e+16,1.48333333333333e+16
0,13.9,1,0,7,8,8,17125.0,175875.0
0,7.6,1,0,6,7,7,1.26666666666666e+16,1.26666666666666e+16
0,12.4,1,1,6,8,10,1.26666666666666e+16,12.0
0,12.4,1,1,6,7,6,1.13333333333333e+16,11.5
0,15.5,1,1,7,10,11,13605.0,1233125.0
0,9.4,1,1,5,10,9,12.0,10.8
0,13.9,1,0,5,10,9,13375.0,1.41666666666666e+16
0,11.1,1,1,6,8,9,1.38633333333333e+16,1.41785714285714e+16
0,7.6,1,0,5,6,6,12.4,13.4
0,7.6,1,0,6,7,8,1.33333333333333e+16,11.8
0,12.4,1,1,5,5,5,10.6,11.8
0,12.7,1,1,6,8,7,12.25,1.18571428571428e+16
0,9.4,1,0,4,10,9,11.0,1.18333333333333e+16
0,11.1,1,1,5,11,9,11.0,12.6
0,15.5,1,1,7,9,12,1.28555555555555e+16,1.27611111111111e+16
0,15.5,1,0,7,8,8,1491875.0,15355.0
0,7.6,1,0,5,5,5,14.2,14.2
0,15.5,1,1,6,6,7,12.5,13.0
0,13.9,1,0,5,10,12,1.16666666666666e+16,11.0
0,12.7,1,0,7,8,8,1.42571428571428e+16,1.42571428571428e+16
0,15.5,1,0,7,8,8,1.24571428571428e+16,135625.0
0,7.6,1,0,6,7,7,1.16833333333333e+16,1.16833333333333e+16
0,9.4,1,0,3,10,8,1.16666666666666e+16,12.0
0,7.6,1,0,5,9,10,13.2,12.0
0,12.4,1,0,21,21,19,1261904761904760.0,1.27894736842105e+16
0,7.6,1,1,6,7,7,13.05,13.05
0,16.2,1,0,6,7,6,11.5,12.0
0,13.9,1,1,6,7,6,12.0,12.5
0,12.7,1,0,7,8,8,1.22428571428571e+16,1.22428571428571e+16
0,9.4,1,0,8,8,8,1293375.0,1293375.0
0,11.1,1,0,7,9,8,1.25714285714285e+16,1.44285714285714e+16
0,10.8,1,0,4,9,13,13.75,1.43333333333333e+16
0,7.6,1,0,6,8,6,1.11666666666666e+16,1.13333333333333e+16
0,10.8,1,0,7,8,8,1.23242857142857e+16,1.23242857142857e+16
1,13.9,1,0,6,6,7,1.21666666666666e+16,1.17142857142857e+16
0,16.2,1,1,5,11,11,1.11428571428571e+16,11.25
0,7.6,1,0,4,9,9,11.0,10.75
0,12.7,1,0,7,8,8,1.29142857142857e+16,1.29142857142857e+16
0,16.2,1,1,6,6,6,1.38333333333333e+16,1.41666666666666e+16
0,13.9,1,0,6,8,9,1.38571428571428e+16,13.4
0,12.7,1,1,7,8,8,1.26428571428571e+16,1.26428571428571e+16
0,7.6,1,1,6,7,7,1.29166666666666e+16,1.29166666666666e+16
0,13.9,1,1,6,8,8,15625.0,1.58571428571428e+16
0,7.6,1,0,6,8,7,1.17142857142857e+16,12.0
0,12.4,1,1,5,7,5,11.6,11.6
0,9.4,1,1,4,7,8,13.0,1.23333333333333e+16
0,10.8,1,1,6,6,6,1.33333333333333e+16,14.5
0,11.1,1,1,5,9,9,13.85,1219285714285710.0
0,16.2,1,1,6,8,9,1.37416666666666e+16,149125.0
0,11.1,1,0,6,7,5,1.53333333333333e+16,15.8
0,12.4,1,0,5,6,5,11.0,13.8
0,11.1,1,1,6,6,7,12.0,1.28571428571428e+16
0,12.7,1,1,7,15,15,1.15714285714285e+16,1.15714285714285e+16
0,12.7,1,0,6,10,6,1.28571428571428e+16,1.26666666666666e+16
0,9.4,1,0,5,5,5,13.0,13.2
0,15.5,1,1,5,9,8,11.0,12.0
0,10.8,1,1,5,6,6,12.6,13.0
0,9.4,1,1,5,8,7,13.4,1.31666666666666e+16
0,15.5,1,1,6,9,9,1.13333333333333e+16,1.15714285714285e+16
0,12.4,1,1,5,5,5,11.6,13.6
0,8.9,1,1,9,13,12,12.9,1.23636363636363e+16
0,9.4,1,0,8,8,8,13.22,13.22
0,10.8,1,1,7,8,8,1.31514285714285e+16,1.31514285714285e+16
0,11.1,1,0,6,8,8,1.13333333333333e+16,12.25
0,11.1,1,1,6,10,13,13.25,1.41428571428571e+16
0,7.6,1,0,5,6,6,14.4,13.0
0,8.9,1,0,5,8,6,12.4,10.8
0,16.2,1,0,5,10,14,1.35714285714285e+16,1.23333333333333e+16
0,12.4,1,1,5,8,9,1.16666666666666e+16,1.26666666666666e+16
0,15.5,1,1,6,8,10,1.11666666666666e+16,10.6
0,10.8,1,0,6,7,7,14.0,14.0
